Site_ID_split,Level_layer_concentration,TaxUnit,TaxUnit_unique,Timeslice,Long,Lat,Dating_BP,Dating_method,Dating_qual,Site_type,Site_strat,Ass_pos,Ass_coh,Site_fau2,Site_excav,Key_references,Macro_region,Macro_region_code,Site_ID,LabCode/Ref,Site (from main datasheet + 14c-palaeolithic),Site_ID (from main datasheet),Layer/Context (from main datasheet),Additional info on layer/context not originally in the datasheet,TaxUnit (from main datasheet),Conv_C14_date,Conv_std,AMS_C14_date,AMS_Pm/Std,Dated material,Dated species,Informaton on pretreatment,Source (Database/Literature),Org. Lit. Reference (if given),Other comments/observation,median_SPD_age_calBP,oneSigma_rangeMin,oneSigma_rangeMax
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,Ua-20412,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,12110,90,bone,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,OxA-16729,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,12870,60,bone framents,"human, infant",NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,Poz-14891,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,13020,60,charcoal,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,Poz-3914,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,12960,60,charcoal,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,Poz-19048,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,13000,110,charcoal,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,OxA-26545,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,13155,65,Ivory,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,Poz-14463,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,12550,80,tooth,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,OxA-26546,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,13125,65,tooth,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,OxA-16728,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,13180,60,tooth,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",from a necklace from the infant,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,Poz-14892,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,12770,120,very small charcoal fragment (minimal age),pine,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Wilczyce10,NA,Magdalenian,Mag_PL,1,21.65624781,50.74282216,15600-14500 calBP,Ua-15721 8415±100  AMS worked horse bone from 4-5 cm below base Ap; Poz-19047 11340±60  AMS charcoal (small sample); Ua-15720 11400± 135  AMS rhino tooth from 1-2 cm below Ap; Ua-15722 11665±135  AMS beaver tooth from 35 cm below Ap; Poz-19049 11870±120  AMS charcoal (small sample); Ua-15723 1189±105  AMS arctic fox bone from 55 cm below Ap; Poz-19046 11960 ±140  AMS charcoal (small sample); Ua-20412 12110±90  AMS bone; Ua-20413 12315±90  AMS ; Poz-14385 12390±100  AMS bone; Poz-14384 12480±70  AMS bone; Poz-14463 12550±80  AMS tooth; Poz-3926 12620±60  AMS bone; Poz-14892 12770±120  AMS very small pine charcoal fragment (minimal age); Poz-3927 12840±70  AMS bone; OxA-16729 12870±60  AMS infant's bone framents; Poz-3914 12960 60  AMS Charcoal; Poz-19048 13000 110  AMS charcoal (small sample); Poz-14891 13020 60  AMS charcoal; OxA-26546 13125 65  AMS tooth; OxA-26545 13155 65  AMS Ivory; OxA-16728 13180 60  AMS tooth from a necklace from the infant;,Reliable,Openair,Surface,Secondary/relocated,Homogeneous,TRUE,After 2000,Królik 2014,Poland,PL,Wilczyce10,Ua-20413,Wilczyce 10,Wilczyce10,NA,NA,Late Magdalenian,NA,NA,12315,90,NA,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Fiedorczuk J. & Schild R. 2002. Recent Studies in the Final Palaeolithic of the European plain: 91-108. Fiedorczuk J. e.a. 2007. Antiquity 81: 97-105. Irish J.D. e.a.  JHE 55 (2008) 736-740, Schild, R., 2014. Taphonomy and chronology of the settlement",NA,15319,14850,15914
Mirkowice33,NA,Hamburgian,Ham_PL,1,17.4056351347,52.7735220745,15500-14000 calBP,GrA-17715 12290±70 burnt bone,Reliable,Openair,Surface,Primary/insitu,Homogeneous,TRUE,1980-2000,Chłodnicki and Kabaciński 1997,Poland,PL,Mirkowice33,GrA-17715,Mirkowice 33,Mirkowice33,NA,NA,Hamburgian,12290,70,NA,NA,bone,NA,NA,Radiocarbon Palaeolithic Europe Database v27,Chlodnicki M.&Kabacinski J. 1997 Mirkowice-another settlement of the hamburgian culture at the Polish Plain. (in.) Przeglad Archeologiczny t.45: 5-23,stratigraphic association only,14266,14084,14780
NowaBiala1,NA,Witowian,Wito_PL,2,20.12488947,49.42907421,13600-13100 cal BP,Poz-53553 11270±60 AMS charcoal from hearth,Reliable,Openair,Surface,Primary/insitu,Homogeneous,FALSE,After 2000,Valde-Nowak and Kraszewska 2014,Poland,PL,NowaBiala1,Poz-53553,Nowa Biała 1,NowaBiala1,NA,NA,ABP (Federmesser),NA,NA,11270,60,charcoal,NA,NA,Radiocarbon Palaeolithic Europe Database v27,Rydlewski J. 1989 Pieninskie zloza radiolarytu i ich eksploatacja w epoce kamienia i wczesnej epoce brazu na Podhalu (in.) Acta Archaeologica Carpathica t.XXVIII.,from hearth,13166,13104,13230
Rotnowo18ll,cut I-1997-lower level,Witowian,Wito_PL,2,15.30020125,53.88613193,13600-13100 cal BP,"Poz-8308 11100±70, Poz-8310 11090±80 burnt bones from the hut",Reliable,Openair,Stratified,Primary/insitu,Homogeneous,FALSE,1980-2000,Galiński 2007,Poland,PL,Rotnowo18ll,Poz-8308,Rotnowo 18,Rotnowo18ll,cut I-1997-lower level,III,Witowian,11100,70,NA,NA,NA,NA,NA,NA,NA,NA,13003,12927,13093
Rotnowo18ll,cut I-1997-lower level,Witowian,Wito_PL,2,15.30020125,53.88613193,13600-13100 cal BP,"Poz-8308 11100±70, Poz-8310 11090±80 burnt bones from the hut",Reliable,Openair,Stratified,Primary/insitu,Homogeneous,FALSE,1980-2000,Galiński 2007,Poland,PL,Rotnowo18ll,Poz-8310,Rotnowo 18,Rotnowo18ll,cut I-1997-lower level,III,Witowian,11090,80,NA,NA,NA,NA,NA,NA,NA,NA,13003,12927,13093
Witow5Cassemblage1,level 5b assemblage 1,Witowian,Wito_PL,3,19.51750195,52.01168707,13100-12600 cal BP,Gro-828 10815±160 charcoal,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,FALSE,1950-1980,Chmielewska 1978,Poland,PL,Witow5Cassemblage1,Gro-828,Witow,Witow5Cassemblage1,level 5b assemblage 1,NA,Witowian,10815,160,NA,NA,charcoal,NA,NA,NA,NA,NA,12789,12624,12963
Rotnowo18,cut I-1997-upper level,Brommean,Brom_PL,3,15.30020125,53.88613193,13100-12600 cal BP,Poz-Poz-8309 10820±80 burnt bones,Reliable,Openair,Stratified,Primary/insitu,Homogeneous,FALSE,1980-2000,Galiński 2007,Poland,PL,Rotnowo18,Poz-8309,Rotnowo 18,Rotnowo18,cut I-1997-upper level,II,Brommean,10820,80,NA,NA,NA,NA,NA,NA,NA,NA,12775,12727,12824
Bolkow1,NA,Epi-Ahrensburgian,EpiAhr_PL,4,14.35293003,53.55252203,11300-10500 calBP,"Mkl-3390 9620±70, Mkl-3351 9680±50",Reliable,Openair,Stratified,Primary/insitu,Mixed,FALSE,1980-2000,Galiński 2018,Poland,PL,Bolkow1,MKL-3390,Bolkow 1,Bolkow1,NA,NA,Epi-Ahrensburgian,NA,NA,9620,70,NA,NA,NA,Radiocarbon Palaeolithic Europe Database v30,"Galinski T. przegląd archeologiczny Vol. 66, 2018, pp. 5-30. Plonka T. et al. Journal of World Prehistory (2020) 33:325-383.",NA,11020,10816,11192
Bolkow1,NA,Epi-Ahrensburgian,EpiAhr_PL,4,14.35293003,53.55252203,11300-10500 calBP,"Mkl-3390 9620±70, Mkl-3351 9680±50",Reliable,Openair,Stratified,Primary/insitu,Mixed,FALSE,1980-2000,Galiński 2018,Poland,PL,Bolkow1,MKL-3351,Bolkow 1,Bolkow1,NA,NA,Epi-Ahrensburgian,NA,NA,9680,50,NA,NA,NA,Radiocarbon Palaeolithic Europe Database v30,"Galinski T. przegląd archeologiczny Vol. 66, 2018, pp. 5-30. Plonka T. et al. Journal of World Prehistory (2020) 33:325-383.",NA,11020,10816,11192
Kochlew1,NA,Swiderian-Ahrensburgian,SwidAhr_PL,4,18.78315089,51.20428414,12400-11300 cal BP,Lod-143 10260 ±210.charcoals from geological layer; Lod-142 10380 ±220 charcoal from layers with Palaeolithic artefacts,Reliable,Openair,Surface,Primary/insitu,Homogeneous,FALSE,1950-1980,Cyrek 1996,Poland,PL,Kochlew1,Lod-143,Kochlew 1,Kochlew1,NA,NA,"Ahrensburgian, Swiderian, tanged point complex",10260,210,NA,NA,charcoal,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Szymczak K 2000. Memoires du Musee de Prehistoire d'Ile de France 7: 273-285,. Plazza D.K. e.a. 2015. QI 370: 40-54.",from layers with Palaeolithic artefacts (Swicerian),12051,11740,12583
Kochlew1,NA,Swiderian-Ahrensburgian,SwidAhr_PL,4,18.78315089,51.20428414,12400-11300 cal BP,Lod-143 10260 ±210.charcoals from geological layer; Lod-142 10380 ±220 charcoal from layers with Palaeolithic artefacts,Reliable,Openair,Surface,Primary/insitu,Homogeneous,FALSE,1950-1980,Cyrek 1996,Poland,PL,Kochlew1,Lod-142,Kochlew 1,Kochlew1,NA,NA,"Ahrensburgian, Swiderian, tanged point complex",10320,220,NA,NA,Pieat,NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Szymczak K 2000. Memoires du Musee de Prehistoire d'Ile de France 7: 273-285,. Plazza D.K. e.a. 2015. QI 370: 40-54.",from Warta river valley,12051,11740,12583
WojnowoAcutI75,cut I-1975,Swiderian-Ahrensburgian,SwidAhr_PL,4,15.78867954,52.1066325,12400-11300 cal BP,"Wojnowo a” Poz-66522 10410±50, Poz-66523 10250±50, Poz-66524 10400±50, Poz-66525 10210±50 – charcoals from gyttia",Reliable,Openair,Surface,Primary/insitu,Homogeneous,FALSE,1950-1980,Kobusiewicz 2016,Poland,PL,WojnowoAcutI75,Poz-66522,Wojnowo A,WojnowoAcutI75,cut I-1975,NA,Swiderian-Ahrensburgian,NA,NA,10410,50,charcoal,NA,NA,NA,Kobusiewicz,NA,12094,11823,12434
WojnowoAcutI75,cut I-1975,Swiderian-Ahrensburgian,SwidAhr_PL,4,15.78867954,52.1066325,12400-11300 cal BP,"Wojnowo a” Poz-66522 10410±50, Poz-66523 10250±50, Poz-66524 10400±50, Poz-66525 10210±50 – charcoals from gyttia",Reliable,Openair,Surface,Primary/insitu,Homogeneous,FALSE,1950-1980,Kobusiewicz 2016,Poland,PL,WojnowoAcutI75,Poz-66524,Wojnowo A,WojnowoAcutI75,cut I-1975,NA,NA,NA,NA,10400,50,charcoal,NA,NA,NA,Kobusiewicz,NA,12094,11823,12434
WojnowoAcutI75,cut I-1975,Swiderian-Ahrensburgian,SwidAhr_PL,4,15.78867954,52.1066325,12400-11300 cal BP,"Wojnowo a” Poz-66522 10410±50, Poz-66523 10250±50, Poz-66524 10400±50, Poz-66525 10210±50 – charcoals from gyttia",Reliable,Openair,Surface,Primary/insitu,Homogeneous,FALSE,1950-1980,Kobusiewicz 2016,Poland,PL,WojnowoAcutI75,Poz-66521,Wojnowo A,WojnowoAcutI75,cut I-1975,NA,NA,NA,NA,10310,50,charcoal,NA,NA,NA,Kobusiewicz,NA,12094,11823,12434
WojnowoAcutI75,cut I-1975,Swiderian-Ahrensburgian,SwidAhr_PL,4,15.78867954,52.1066325,12400-11300 cal BP,"Wojnowo a” Poz-66522 10410±50, Poz-66523 10250±50, Poz-66524 10400±50, Poz-66525 10210±50 – charcoals from gyttia",Reliable,Openair,Surface,Primary/insitu,Homogeneous,FALSE,1950-1980,Kobusiewicz 2016,Poland,PL,WojnowoAcutI75,Poz-66523,Wojnowo A,WojnowoAcutI75,cut I-1975,NA,NA,NA,NA,10250,50,charcoal,NA,NA,NA,Kobusiewicz,NA,12094,11823,12434
